"STATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00440766","1988-10-15",,,"0.00","0.0","0.0","64","21","39","    1",,,,,
"USC00440766","1988-10-16",,,"0.00","0.0","0.0","70","31","36",,,,,,
"USC00440766","1988-10-17",,,"0.00","0.0","0.0","70","32","44",,,,,,
"USC00440766","1988-10-18",,,"0.00","0.0","0.0","74","45","50",,,,,,
"USC00440766","1988-10-19",,,"0.02","0.0","0.0","67","42","47",,,,,,
"USC00440766","1988-10-20",,,"0.00","0.0","0.0","56","27","32",,,,,,
"USC00440766","1988-10-21",,,"0.22","0.0","0.0","60","27","40",,,,,,
"USC00440766","1988-10-22",,,"0.45","0.0","0.0","44","35","41",,,,,,
"USC00440766","1988-10-23",,,"0.10","0.0","0.0","50","26","33",,,,,,
"USC00440766","1988-10-24",,,"0.10","0.0","0.0","60","28","34",,,,,,
"USC00440766","1988-10-25",,,"0.00","0.0","0.0","52","28","31",,,,,,
"USC00440766","1988-10-26",,,"0.00","0.0","0.0","56","35","40",,,,,,
"USC00440766","1988-10-27",,,"0.00","0.0","0.0","53","18","20",,,,,,
"USC00440766","1988-10-28",,,"0.00","0.0","0.0","60","19","42",,,,,,
"USC00440766","1988-10-29",,,"0.00","0.0","0.0","64","32","39",,,,,,
"USC00440766","1988-10-30",,,"0.00","0.0","0.0","56","26","35",,,,,,
"USC00440766","1988-10-31",,,"0.02","0.0","0.0","55","30","31",,,,,,
"USC00440766","1988-11-01",,,"0.39","0.0","0.0","40","31","39",,,,,,
"USC00440766","1988-11-02",,,"0.00","0.0","0.0","58","20","35",,,,,,
"USC00440766","1988-11-03",,,"0.00","0.0","0.0","46","27","33",,,,,,
"USC00440766","1988-11-04",,,"0.00","0.0","0.0","65","40","45",,,,,,
"USC00440766","1988-11-05",,,"0.12","0.0","0.0","65","34","53",,,,,,
"USC00440766","1988-11-06",,,"0.00","0.0","0.0","62","38","42",,,,,,
"USC00440766","1988-11-07",,,"0.00","0.0","0.0","48","36","42",,,,,,
"USC00440766","1988-11-08",,,"0.03","0.0","0.0","55","32","40",,,,,,
"USC00440766","1988-11-09",,,"0.05","0.0","0.0","59","36","46",,,,,,
"USC00440766","1988-11-10",,,"0.00","0.0","0.0","67","39","55",,,,,,
"USC00440766","1988-11-11",,,"0.07","0.0","0.0","62","37","40",,,,,,
"USC00440766","1988-11-12",,,"0.00","0.0","0.0","57","22","33",,,,,,
"USC00440766","1988-11-13",,,"0.15","0.0","0.0","45","31","40",,,,,,
"USC00440766","1988-11-14",,,"0.00","0.0","0.0","60","32","38","    1",,,,,
"USC00440766","1988-11-15",,,"0.00","0.0","0.0","68","30","34",,,,,,
"USC00440766","1988-11-16",,,"0.00","0.0","0.0","66","34","52",,,,,,
"USC00440766","1988-11-17",,,"0.38","0.0","0.0","64","40","40",,,,,,
"USC00440766","1988-11-18",,,"0.00","0.0","0.0","48","22","26",,,,,,
"USC00440766","1988-11-19",,,"0.00","0.0","0.0","54","26","42",,,,,,
"USC00440766","1988-11-20",,,"0.13","0.0","0.0","44","24","42",,,,,,
"USC00440766","1988-11-21",,,"0.00","0.0","0.0","44","39","44",,,,,,
"USC00440766","1988-11-22",,,"0.00","0.0","0.0","44","20","22",,,,,,
"USC00440766","1988-11-23",,,"0.00","0.0","0.0","44","22","36",,,,,,
"USC00440766","1988-11-24",,,"0.00","0.0","0.0","40","26","30",,,,,,
"USC00440766","1988-11-25",,,"0.00","0.0","0.0","59","24","30","    1",,,,,
"USC00440766","1988-11-26",,,"0.00","0.0","0.0","60","29","30",,,,,,
"USC00440766","1988-11-27",,,"0.12","0.0","0.0","62","30","54",,,,,,
"USC00440766","1988-11-28",,,"0.59","0.0","0.0","59","34","34",,,,,,
"USC00440766","1988-11-29",,,"0.00","0.0","0.0","30","24","24",,,,,,
"USC00440766","1988-11-30",,,"0.00","0.0","0.0","48","24","30",,,,,,
"USC00440766","1988-12-01",,,"0.00","0.0","0.0","49","29","29",,,,,,
"USC00440766","1988-12-02",,,"0.00","0.0","0.0","41","24","24",,,,,,
"USC00440766","1988-12-03",,,"0.00","0.0","0.0","40","24","30",,,,,,
"USC00440766","1988-12-04",,,"0.00","0.0","0.0","56","30","39",,,,,,
"USC00440766","1988-12-05",,,"0.00","0.0","0.0","44","24","24",,,,,,
"USC00440766","1988-12-06",,,"0.00","0.0","0.0","48","24","30",,,,,,
"USC00440766","1988-12-07",,,"0.00","0.0","0.0","59","29","36",,,,,,
"USC00440766","1988-12-08",,,"0.00","0.0","0.0","40","34","40",,,,,,
"USC00440766","1988-12-09",,,"0.70","4.0","4.0","52","32","32",,,,,,
"USC00440766","1988-12-10",,,"0.00","0.0","2.0","32","18","20",,,,,,
"USC00440766","1988-12-11",,,"0.00","0.0","2.0","32","18","20",,,,,,
"USC00440766","1988-12-12",,,"0.00","0.0","2.0","28","4","4",,,,,,
"USC00440766","1988-12-13",,,"0.00","0.0","2.0","28","4","16",,,,,,
"USC00440766","1988-12-14",,,"0.00","0.0","1.0","40","24","32",,,,,,
"USC00440766","1988-12-15",,,"0.00","0.0","0.0","32","16","24",,,,,,
"USC00440766","1988-12-16",,,"0.00","0.0","0.0","46","24","24",,,,,,
"USC00440766","1988-12-17",,,"0.00","0.0","0.0","30","20","21",,,,,,
"USC00440766","1988-12-18",,,"0.00","0.0","0.0","29","16","16",,,,,,
"USC00440766","1988-12-19",,,"0.00","0.0","0.0","30","16","30",,,,,,
"USC00440766","1988-12-20",,,"0.00","0.0","0.0","52","28","30",,,,,,
"USC00440766","1988-12-21",,,"0.00","0.0","0.0","52","28","44",,,,,,
"USC00440766","1988-12-22",,,"0.41","0.0","0.0","48","28","28","    1",,,,,
"USC00440766","1988-12-23",,,"0.13","0.0","0.0","40","28","36",,,,,,
"USC00440766","1988-12-24",,,"0.01","0.0","0.0","52","36","48",,,,,,
"USC00440766","1988-12-25",,,"0.00","0.0","0.0","40","24","30",,,,,,
"USC00440766","1988-12-26",,,"0.00","0.0","0.0","56","30","39",,,,,,
"USC00440766","1988-12-27",,,"0.00","0.0","0.0","44","24","24",,,,,,
"USC00440766","1988-12-28",,,"0.35","0.0","0.0","56","40","40",,,,,,
"USC00440766","1988-12-29",,,"0.00","0.0","0.0","46","28","28",,,,,,
"USC00440766","1988-12-30",,,"0.00","0.0","0.0","50","30","32",,,,,,
"USC00440766","1988-12-31",,,"0.00","0.0","0.0","56","24","26",,,,,,
"USC00440766","1989-01-01",,,"0.65","0.0","0.0","52","20","36",,,,,,
"USC00440766","1989-01-02",,,"0.03","0.0","0.0","40","34","40",,,,,,
"USC00440766","1989-01-03",,,"0.00","0.0","0.0","50","30","3",,,,,,
"USC00440766","1989-01-04",,,"0.04","0.3","0.0","46","22","26",,,,,,
"USC00440766","1989-01-05",,,"0.00","0.0","0.0","40","16","20",,,,,,
"USC00440766","1989-01-06",,,"0.22","0.0","0.0","52","19","32",,,,,,
"USC00440766","1989-01-07",,,"0.12","0.0","0.0","48","34","36","    1",,,,,
"USC00440766","1989-01-08",,,"0.04","0.0","0.0","52","34","52",,,,,,
"USC00440766","1989-01-09",,,"0.00","0.0","0.0","60","30","30",,,,,,
"USC00440766","1989-01-10",,,"0.03","0.3","0.0","44","24","30",,,,,,
"USC00440766","1989-01-11",,,"0.00","0.0","0.0","38","22","28","    1",,,,,
"USC00440766","1989-01-12",,,"0.45","0.0","0.0","45","25","35",,,,,,
"USC00440766","1989-01-13",,,"0.10","0.0","0.0","50","28","30",,,,,,
"USC00440766","1989-01-14",,,"0.00","0.0","0.0","38","19","22",,,,,,
"USC00440766","1989-01-15",,,"0.00","0.0","0.0","32","22","30",,,,,,
"USC00440766","1989-01-16",,,"0.37","0.0","0.0","54","30","30",,,,,,
"USC00440766","1989-01-17",,,"0.00","0.0","0.0","39","20","20",,,,,,
"USC00440766","1989-01-18",,,"0.00","0.0","0.0","46","20","24",,,,,,
"USC00440766","1989-01-19",,,"0.00","0.0","0.0","52","22","40",,,,,,
"USC00440766","1989-01-20",,,"0.00","0.0","0.0","52","20","32",,,,,,
"USC00440766","1989-01-21",,,"0.00","0.0","0.0","44","19","20",,,,,,
"USC00440766","1989-01-22",,,"0.00","0.0","0.0","39","19","19",,,,,,
"USC00440766","1989-01-23",,,"0.00","0.0","0.0","50","19","24",,,,,,
"USC00440766","1989-01-24",,,"0.00","0.0","0.0","62","22","28",,,,,,
"USC00440766","1989-01-25",,,"0.00","0.0","0.0","58","24","38",,,,,,
"USC00440766","1989-01-26",,,"0.03","0.0","0.0","64","34","36",,,,,,
"USC00440766","1989-01-27",,,"0.07","0.0","0.0","58","34","34",,,,,,
"USC00440766","1989-01-28",,,"0.00","0.0","0.0","56","40","48",,,,,,
"USC00440766","1989-01-29",,,"0.00","0.0","0.0","66","42","52",,,,,,
"USC00440766","1989-01-30",,,"0.05","0.0","0.0","62","24","52",,,,,,
"USC00440766","1989-01-31",,,"0.26","0.0","0.0","54","34","36",,,,,,
"USC00440766","1989-02-01",,,"0.00","0.0","0.0","60","34","40",,,,,,
"USC00440766","1989-02-02",,,"0.00","0.0","0.0","68","40","50",,,,,,
"USC00440766","1989-02-03",,,"0.00","0.0","0.0","70","48","56",,,,,,
"USC00440766","1989-02-04",,,"0.15","0.0","0.0","70","31","31",,,,,,
"USC00440766","1989-02-05",,,"0.06","0.0","0.0","32","26","28",,,,,,
"USC00440766","1989-02-06",,,"0.18","0.0","0.0","32","28","34",,,,,,
"USC00440766","1989-02-07",,,"0.33","0.0","0.0","40","32","32",,,,,,
"USC00440766","1989-02-08",,,"0.00","0.0","0.0","32","20","20",,,,,,
"USC00440766","1989-02-09",,,"0.00","0.0","0.0","32","10","10",,,,,,
"USC00440766","1989-02-10",,,"0.00","0.0","0.0","22","10","16",,,,,,
"USC00440766","1989-02-11",,,"0.00","0.0","0.0","32","14","24",,,,,,
"USC00440766","1989-02-12",,,"0.00","0.0","0.0","46","24","34",,,,,,
"USC00440766","1989-02-13",,,"0.06","0.5","1.0","44","24","24",,,,,,
"USC00440766","1989-02-14",,,"0.10","0.0","0.0","50","27","42",,,,,,
"USC00440766","1989-02-15",,,"0.02","0.0","0.0","62","38","46",,,,,,
"USC00440766","1989-02-16",,,"0.02","0.0","0.0","72","26","46",,,,,,
"USC00440766","1989-02-17",,,"0.19","0.0","0.0","46","30","30",,,,,,
"USC00440766","1989-02-18",,,"0.15","8.0","8.0","30","22","22",,,,,,
"USC00440766","1989-02-19",,,"0.04","2.0","10.0","30","16","22",,,,,,
"USC00440766","1989-02-20",,,"0.00","0.0","8.0","44","22","28",,,,,,
"USC00440766","1989-02-21",,,"0.32","0.0","0.0","50","28","50",,,,,,
"USC00440766","1989-02-22",,,"0.43","0.0","0.0","58","38","38",,,,,,
"USC00440766","1989-02-23",,,"0.06","2.0","2.0","38","24","26",,,,,,
"USC00440766","1989-02-24",,,"0.10","2.0","4.0","30","12","12",,,,,,
"USC00440766","1989-02-25",,,"0.00","0.0","1.0","24","12","14",,,,,,
"USC00440766","1989-02-26",,,"0.00","0.0","0.0","39","13","34",,,,,,
"USC00440766","1989-02-27",,,"0.05","0.0","0.0","42","30","31",,,,,,
"USC00440766","1989-02-28",,,"0.08","1.0","1.0","34","30","30",,,,,,
"USC00440766","1989-03-01",,,"0.00","0.0","0.0","42","30","31",,,,,,
"USC00440766","1989-03-02",,,"0.00","0.0","0.0","44","22","24",,,,,,
"USC00440766","1989-03-03",,,"0.00","0.0","0.0","48","22","38",,,,,,
"USC00440766","1989-03-04",,,"0.22","0.0","0.0","40","36","36","    1",,,,,
"USC00440766","1989-03-05",,,"0.05","0.0","0.0","46","36","40",,,,,,
"USC00440766","1989-03-06",,,"0.35","0.0","0.0","70","40","52","    1",,,,,
"USC00440766","1989-03-07",,,"0.30","0.0","0.0","50","24","24",,,,,,
"USC00440766","1989-03-08",,,"0.00","0.0","0.0","26","20","20",,,,,,
"USC00440766","1989-03-09",,,"0.00","0.0","0.0","30","20","26",,,,,,
"USC00440766","1989-03-10",,,"0.00","0.0","0.0","52","24","26",,,,,,
"USC00440766","1989-03-11",,,"0.00","0.0","0.0","56","26","34",,,,,,
"USC00440766","1989-03-12",,,"0.00","0.0","0.0","66","26","44",,,,,,
"USC00440766","1989-03-13",,,"0.00","0.0","0.0","60","24","32",,,,,,
"USC00440766","1989-03-14",,,"0.45","0.0","0.0","34","32","34","    1",,,,,
"USC00440766","1989-03-15",,,"0.02","0.0","0.0","68","36","44",,,,,,
"USC00440766","1989-03-16",,,"0.10","0.0","0.0","68","36","36",,,,,,
"USC00440766","1989-03-17",,,"0.00","0.0","0.0","60","34","38",,,,,,
"USC00440766","1989-03-18",,,"0.00","0.0","0.0","64","38","52",,,,,,
"USC00440766","1989-03-19",,,"0.08","0.0","0.0","70","30","30",,,,,,
"USC00440766","1989-03-20",,,"0.00","0.0","0.0","44","28","30",,,"    1",,,
"USC00440766","1989-03-21",,,"0.73","0.0","0.0","44","30","42",,,,,,
"USC00440766","1989-03-22",,,"0.03","0.0","0.0","48","28","30",,,,,,
"USC00440766","1989-03-23",,,"0.00","0.0","0.0","50","30","32",,,,,,
"USC00440766","1989-03-24",,,"0.48","0.0","0.0","52","29","33",,,,,,
"USC00440766","1989-03-25",,,"0.13","0.0","0.0","46","22","44",,,,,,
"USC00440766","1989-03-26",,,"0.00","0.0","0.0","70","38","52",,,,,,
"USC00440766","1989-03-27",,,"0.00","0.0","0.0","75","40","50",,,,,,
"USC00440766","1989-03-28",,,"0.00","0.0","0.0","73","45","56",,,,,,
"USC00440766","1989-03-29",,,"0.00","0.0","0.0","79","56","60",,,,,,
"USC00440766","1989-03-30",,,"0.00","0.0","0.0","76","58","60",,,,,,
"USC00440766","1989-03-31",,,"0.00","0.0","0.0","70","48","50",,,,,,
"USC00440766","1989-04-01",,,"0.02","0.0","0.0","64","32","32",,,,,,
"USC00440766","1989-04-02",,,"0.00","0.0","0.0","40","30","32",,,,,,
"USC00440766","1989-04-03",,,"0.03","0.0","0.0","56","30","50",,,,,,
"USC00440766","1989-04-04",,,"0.00","0.0","0.0","68","38","60",,,,,,
"USC00440766","1989-04-05",,,"0.38","0.0","0.0","70","52","52",,,,,,
"USC00440766","1989-04-06",,,"0.19","0.0","0.0","54","40","40",,,,,,
"USC00440766","1989-04-07",,,"0.10","0.0","0.0","46","30","34",,,,,,
"USC00440766","1989-04-08",,,"0.37","0.0","0.0","42","30","32",,,,,,
"USC00440766","1989-04-09",,,"0.36","0.0","0.0","40","32","34",,,,,,
"USC00440766","1989-04-10",,,"0.00","0.0","0.0","46","34","34",,,,,,
"USC00440766","1989-04-11",,,"0.00","0.0","0.0","46","28","28",,,,,,
"USC00440766","1989-04-12",,,"0.00","0.0","0.0","50","22","22",,,,,,
"USC00440766","1989-04-13",,,"0.00","0.0","0.0","54","22","30",,,,,,
"USC00440766","1989-04-14",,,"0.00","0.0","0.0","60","30","30",,,,,,
"USC00440766","1989-04-15",,,"0.25","0.0","0.0","64","30","46",,,,,,
"USC00440766","1989-04-16",,,"0.04","0.0","0.0","50","44","46",,,,,,
"USC00440766","1989-04-17",,,"0.00","0.0","0.0","60","34","38",,,,,,
"USC00440766","1989-04-18",,,"0.00","0.0","0.0","76","38","52",,,,,,
"USC00440766","1989-04-19",,,"0.00","0.0","0.0","78","50","54",,,,,,
"USC00440766","1989-04-20",,,"0.00","0.0","0.0","60","36","42",,,,,,
"USC00440766","1989-04-21",,,"0.00","0.0","0.0","66","36","36",,,,,,
"USC00440766","1989-04-22",,,"0.00","0.0","0.0","68","40","50",,,,,,
"USC00440766","1989-04-23",,,"0.00","0.0","0.0","66","40","42",,,,,,
"USC00440766","1989-04-24",,,"0.00","0.0","0.0","69","40","44",,,,,,
"USC00440766","1989-04-25",,,"0.00","0.0","0.0","74","44","52","    1","    1",,,,"    1"
"USC00440766","1989-04-26",,,"0.41","0.0","0.0","80","46","60",,,,,,
"USC00440766","1989-04-27",,,"0.16","0.0","0.0","80","58","58","    1",,,,,
"USC00440766","1989-04-28",,,"0.38","0.0","0.0","79","50","50",,,,,,
"USC00440766","1989-04-29",,,"0.50","0.0","0.0","76","48","56",,,,,,
"USC00440766","1989-04-30",,,"0.11","0.0","0.0","68","54","56",,,,,,
"USC00440766","1989-05-01",,,"0.08","0.0","0.0","56","54","56",,,,,,
"USC00440766","1989-05-02",,,"0.89","0.0","0.0","68","48","50",,,,,,
"USC00440766","1989-05-03",,,"0.00","0.0","0.0","69","40","40",,,,,,
"USC00440766","1989-05-04",,,"0.00","0.0","0.0","58","30","35",,,,,,
"USC00440766","1989-05-05",,,"0.36","0.0","0.0","64","38","52",,,,,,
"USC00440766","1989-05-06",,,"1.34","0.0","0.0","60","44","50",,,,,,
"USC00440766","1989-05-07",,,"0.17","0.0","0.0","60","34","34",,,,,,
"USC00440766","1989-05-08",,,"0.01","0.0","0.0","44","30","32",,,,,,
"USC00440766","1989-05-09",,,"0.00","0.0","0.0","64","32","46",,,,,,
"USC00440766","1989-05-10",,,"1.00","0.0","0.0","61","30","45",,,,,,
"USC00440766","1989-05-11",,,"0.06","0.0","0.0","50","44","44",,,,,,
"USC00440766","1989-05-12",,,"0.01","0.0","0.0","48","34","41",,,,,,
"USC00440766","1989-05-13",,,"0.00","0.0","0.0","54","34","41",,,,,,
"USC00440766","1989-05-14",,,"0.00","0.0","0.0","61","40","49",,,,,,
"USC00440766","1989-05-15",,,"0.07","0.0","0.0","70","48","54",,,,,,
"USC00440766","1989-05-16",,,"0.00","0.0","0.0","66","46","48",,,,,,
"USC00440766","1989-05-17",,,"0.00","0.0","0.0","62","46","54",,,,,,
"USC00440766","1989-05-18",,,"0.00","0.0","0.0","74","48","52",,,,,,
"USC00440766","1989-05-19",,,"0.00","0.0","0.0","80","49","55",,,,,,
"USC00440766","1989-05-20",,,"0.00","0.0","0.0","76","54","60",,,,,,
"USC00440766","1989-05-21",,,"0.00","0.0","0.0","72","54","56",,,,,,
"USC00440766","1989-05-22",,,"0.00","0.0","0.0","78","46","48",,,,,,
"USC00440766","1989-05-23",,,"0.25","0.0","0.0","78","45","55",,,,,,
"USC00440766","1989-05-24",,,"0.00","0.0","0.0","72","54","58",,,,,,
"USC00440766","1989-05-25",,,"0.00","0.0","0.0","74","50","50",,,,,,
"USC00440766","1989-05-26",,,"0.00","0.0","0.0","82","50","62",,,,,,
"USC00440766","1989-05-27",,,"0.16","0.0","0.0","82","60","63",,,,,,
"USC00440766","1989-05-28",,,"0.00","0.0","0.0","72","46","46",,,,,,
"USC00440766","1989-05-29",,,"0.00","0.0","0.0","73","46","50",,,,,,
"USC00440766","1989-05-30",,,"0.00","0.0","0.0","78","50","58",,,,,,
"USC00440766","1989-05-31",,,"0.00","0.0","0.0","84","58","60",,,,,,
"USC00440766","1989-06-01",,,"0.00","0.0","0.0","86","60","64",,,,,,
"USC00440766","1989-06-02",,,"0.00","0.0","0.0","86","62","66",,,,,,
"USC00440766","1989-06-03",,,"0.38","0.0","0.0","84","61","62",,,,,,
"USC00440766","1989-06-04",,,"0.32","0.0","0.0","79","60","64",,,,,,
"USC00440766","1989-06-05",,,"0.00","0.0","0.0","80","62","64",,,,,,
"USC00440766","1989-06-06",,,"0.70","0.0","0.0","78","62","62",,,,,,
"USC00440766","1989-06-07",,,"0.36","0.0","0.0","75","60","60",,,,,,
"USC00440766","1989-06-08",,,"1.25","0.0","0.0","66","58","60",,,,,,
"USC00440766","1989-06-09",,,"0.27","0.0","0.0","77","60","64",,,,,,
"USC00440766","1989-06-10",,,"0.54","0.0","0.0","74","60","62",,,,,,
"USC00440766","1989-06-11",,,"0.00","0.0","0.0","74","52","54",,,,,,
"USC00440766","1989-06-12",,,"0.00","0.0","0.0","76","54","58",,,,,,
"USC00440766","1989-06-13",,,"0.96","0.0","0.0","78","58","60",,,,,,
"USC00440766","1989-06-14",,,"0.00","0.0","0.0","74","60","64",,,,,,
"USC00440766","1989-06-15",,,"0.10","0.0","0.0","80","64","66",,,,,,
"USC00440766","1989-06-16",,,"0.22","0.0","0.0","78","62","65",,,,,,
"USC00440766","1989-06-17",,,"0.15","0.0","0.0","70","56","56",,,,,,
"USC00440766","1989-06-18",,,"0.00","0.0","0.0","74","54","56",,,,,,
"USC00440766","1989-06-19",,,"0.00","0.0","0.0","84","52","62",,,,,,
"USC00440766","1989-06-20",,,"0.79","0.0","0.0","80","62","64",,,,,,
"USC00440766","1989-06-21",,,"0.29","0.0","0.0","76","64","64",,,,,,
"USC00440766","1989-06-22",,,"0.19","0.0","0.0","79","64","64",,,,,,
"USC00440766","1989-06-23",,,"0.00","0.0","0.0","78","63","64","    1",,,,,
"USC00440766","1989-06-24",,,"0.00","0.0","0.0","84","62","64","    1",,,,,
"USC00440766","1989-06-25",,,"0.56","0.0","0.0","82","61","63","    1",,,,,
"USC00440766","1989-06-26",,,"0.00","0.0","0.0","83","64","66","    1",,,,,
"USC00440766","1989-06-27",,,"0.00","0.0","0.0","86","64","66","    1",,,,,
"USC00440766","1989-06-28",,,"0.00","0.0","0.0","88","65","67","    1",,,,,
"USC00440766","1989-06-29",,,"0.00","0.0","0.0","76","64","65","    1",,,,,
"USC00440766","1989-06-30",,,"0.00","0.0","0.0","82","62","62",,,,,,
"USC00440766","1989-08-01",,,"0.58","0.0","0.0","80","64","68","    1",,,,,
"USC00440766","1989-08-02",,,"0.00","0.0","0.0","80","62","63","    1",,,,,
"USC00440766","1989-08-03",,,"0.00","0.0","0.0","78","60","60",,,,,,
"USC00440766","1989-08-04",,,"0.00","0.0","0.0","84","60","66",,,,,,
"USC00440766","1989-08-05",,,"0.00","0.0","0.0","86","66","74",,,,,,
"USC00440766","1989-08-06",,,"0.07","0.0","0.0","84","64","64",,,,,,
"USC00440766","1989-08-07",,,"0.00","0.0","0.0","83","64","66",,,,,,
"USC00440766","1989-08-08",,,"0.00","0.0","0.0","76","48","50",,,,,,
"USC00440766","1989-08-09",,,"0.00","0.0","0.0","70","44","44",,,,,,
"USC00440766","1989-08-10",,,"0.00","0.0","0.0","74","44","48","    1",,,,,
"USC00440766","1989-08-11",,,"0.00","0.0","0.0","72","48","58",,,,,,
"USC00440766","1989-08-12",,,"0.00","0.0","0.0","72","60","62",,,,,,
"USC00440766","1989-08-13",,,"0.00","0.0","0.0","72","54","56",,,,,,
"USC00440766","1989-08-14",,,"0.00","0.0","0.0","80","54","56","    1",,,,,
"USC00440766","1989-08-15",,,"0.25","0.0","0.0","78","62","62","    1",,,,,
"USC00440766","1989-08-16",,,"0.13","0.0","0.0","74","62","64","    1",,,,,
"USC00440766","1989-08-17",,,"0.00","0.0","0.0","80","60","62","    1",,,,,
"USC00440766","1989-08-18",,,"0.10","0.0","0.0","88","50","58",,,,,,
"USC00440766","1989-08-19",,,"1.70","0.0","0.0","82","62","62","    1",,,,,
"USC00440766","1989-08-20",,,"0.00","0.0","0.0","74","58","64","    1",,,,,
"USC00440766","1989-08-21",,,"0.03","0.0","0.0","82","62","66",,,,,,
"USC00440766","1989-08-22",,,"0.83","0.0","0.0","82","64","64",,,,,,
"USC00440766","1989-08-23",,,"0.25","0.0","0.0","82","64","66",,,,,,
"USC00440766","1989-08-24",,,"0.07","0.0","0.0","84","64","69",,,,,,
"USC00440766","1989-08-25",,,"0.45","0.0","0.0","82","66","66","    1",,,,,
"USC00440766","1989-08-26",,,"0.00","0.0","0.0","70","62","64",,,,,,
"USC00440766","1989-08-27",,,"0.12","0.0","0.0","80","64","68",,,,,,
"USC00440766","1989-08-28",,,"0.00","0.0","0.0","80","68","68",,,,,,
"USC00440766","1989-08-29",,,"0.00","0.0","0.0","84","66","68","    1",,,,,
"USC00440766","1989-08-30",,,"0.00","0.0","0.0","82","68","68",,,,,,
"USC00440766","1989-08-31",,,"0.00","0.0","0.0","82","60","60","    1",,,,,
"USC00440766","1989-09-01",,,"0.00","0.0","0.0","86","59","60",,,,,,
"USC00440766","1989-09-02",,,"0.00","0.0","0.0","80","60","68",,,,,,
"USC00440766","1989-09-03",,,"0.00","0.0","0.0","82","62","62",,,,,,
"USC00440766","1989-09-04",,,"0.00","0.0","0.0","70","50","54",,,,,,
"USC00440766","1989-09-05",,,"0.00","0.0","0.0","78","45","52",,,,,,
"USC00440766","1989-09-06",,,"0.02","0.0","0.0","68","54","55","    1",,,,,
"USC00440766","1989-09-07",,,"0.10","0.0","0.0","70","55","60",,,,,,
"USC00440766","1989-09-08",,,"0.08","0.0","0.0","72","54","58","    1",,,,,
"USC00440766","1989-09-09",,,"0.00","0.0","0.0","80","62","64",,,,,,
"USC00440766","1989-09-10",,,"0.00","0.0","0.0","84","62","66","    1",,,,,
"USC00440766","1989-09-11",,,"0.00","0.0","0.0","86","64","66","    1",,,,,
"USC00440766","1989-09-12",,,"1.24","0.0","0.0","82","66","76","    1",,,,,
"USC00440766","1989-09-13",,,"0.08","0.0","0.0","78","66","66","    1",,,,,
"USC00440766","1989-09-14",,,"0.02","0.0","0.0","82","64","64",,,,,,
"USC00440766","1989-09-15",,,"0.00","0.0","0.0","80","58","60",,,,,,
"USC00440766","1989-09-16",,,"2.19","0.0","0.0","78","64","64",,,,,,
"USC00440766","1989-09-17",,,"1.39","0.0","0.0","62","54","60",,,,,,
"USC00440766","1989-09-18",,,"0.02","0.0","0.0","70","50","52",,,,,,
"USC00440766","1989-09-19",,,"0.00","0.0","0.0","72","62","66",,,,,,
"USC00440766","1989-09-20",,,"0.00","0.0","0.0","70","60","66",,,,,,
"USC00440766","1989-09-21",,,"0.05","0.0","0.0","68","60","66",,,,,,
"USC00440766","1989-09-22",,,"0.90","0.0","0.0","78","69","70",,,,,,
"USC00440766","1989-09-23",,,"0.90","0.0","0.0","78","64","64",,,,,,
"USC00440766","1989-09-24",,,"0.00","0.0","0.0","71","34","34",,,,,,
"USC00440766","1989-09-25",,,"0.00","0.0","0.0","61","34","41",,,,,,
"USC00440766","1989-09-26",,,"0.94","0.0","0.0","52","40","52",,,,,,
"USC00440766","1989-09-27",,,"0.00","0.0","0.0","68","42","42",,,,,,
"USC00440766","1989-09-28",,,"0.00","0.0","0.0","62","34","34","    1",,,,,
"USC00440766","1989-09-29",,,"0.00","0.0","0.0","64","38","51",,,,,,
"USC00440766","1989-09-30",,,"0.16","0.0","0.0","66","50","60",,,,,,
"USC00440766","1989-10-01",,,"1.08","0.0","0.0","60","56","56",,,,,,
"USC00440766","1989-10-02",,,"0.52","0.0","0.0","60","56","60","    1",,,,,
"USC00440766","1989-10-03",,,"0.00","0.0","0.0","73","58","62",,,,,,
"USC00440766","1989-10-04",,,"0.00","0.0","0.0","70","48","48",,,,,,
"USC00440766","1989-10-05",,,"0.00","0.0","0.0","85","33","40",,,,,,
"USC00440766","1989-10-06",,,"0.00","0.0","0.0","70","35","48",,,,,,
"USC00440766","1989-10-07",,,"0.00","0.0","0.0","78","46","50",,,,,,
"USC00440766","1989-10-08",,,"0.00","0.0","0.0","60","36","40",,,,,,
"USC00440766","1989-10-09",,,"0.00","0.0","0.0","64","30","34",,,,,,
"USC00440766","1989-10-10",,,"0.00","0.0","0.0","60","32","34",,,,,,
"USC00440766","1989-10-11",,,"0.04","0.0","0.0","70","34","38","    1",,,,,
"USC00440766","1989-10-12",,,"0.00","0.0","0.0","70","35","40",,,,,,
"USC00440766","1989-10-13",,,"0.00","0.0","0.0","76","45","52",,,,,,
"USC00440766","1989-10-14",,,"0.00","0.0","0.0","78","36","56",,,,,,
"USC00440766","1989-10-15",,,"0.00","0.0","0.0","80","46","54",,,,,,
"USC00440766","1989-10-16",,,"0.00","0.0","0.0","80","50","50",,,,,,
"USC00440766","1989-10-17",,,"0.14","0.0","0.0","80","50","66",,,,,,
